SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL_RAINFALL,JUN-SEP,MAR-MAY,OCT-DEC,JAN-FEB,CLOUD_COVERAGE,FLOODS
RAYALSEEMA,1983,6.2,4.8,0.0,13.2,9.6,71.3,145.6,66.7,86.1,18.2,4.5,2.1,428.3,369.7,22.8,24.8,11.0,62.6,0
NAGA MANI MIZO TRIPURA,1986,1.2,15.0,31.2,105.5,57.6,447.1,583.1,279.5,406.1,69.7,46.9,3.4,2046.3,1715.8,194.3,120.0,16.2,74.4,1
NORTH INTERIOR KARNATAKA,1995,7.2,10.2,0.0,16.8,25.2,0.1,95.5,141.5,81.7,16.1,6.8,1.3,402.4,318.8,42.0,24.2,17.4,41.1,0
CHHATTISGARH,1975,8.8,20.0,22.8,22.7,44.8,215.3,441.8,353.4,225.9,88.0,17.4,6.3,1467.2,1236.4,90.3,111.7,28.8,78.3,1
UTTARAKHAND,1960,67.3,64.2,53.7,31.8,81.4,178.9,340.8,156.4,128.4,34.9,8.9,57.9,1204.6,804.5,166.9,101.7,131.5,75.8,0
SOUTH INTERIOR KARNATAKA,1964,8.1,0.8,31.4,14.0,38.0,62.7,262.9,283.3,202.9,64.6,19.9,1.2,989.8,811.8,83.4,85.7,8.9,70.7,0
CHHATTISGARH,1941,0.0,18.6,17.7,24.8,13.8,124.7,129.5,192.2,178.4,69.8,7.9,11.3,788.7,624.8,56.3,89.0,18.6,45.4,0
ANDAMAN & NICOBAR ISLANDS,1902,31.3,45.2,22.6,73.8,354.6,322.7,194.0,301.0,357.6,241.6,257.8,54.3,2256.5,1175.3,451.0,553.7,76.5,93.4,1
VIDARBHA,1975,5.4,0.0,16.2,12.5,22.5,239.1,205.9,247.2,147.9,48.1,42.7,0.0,987.5,840.1,51.2,90.8,5.4,76.8,0
KONKAN & GOA,1990,7.6,14.7,18.6,25.7,39.0,834.9,987.5,305.2,268.0,59.7,0.0,0.2,2561.1,2395.6,83.3,59.9,22.3,94.2,1
WEST UTTAR PRADESH,1955,8.6,16.6,11.8,36.5,45.4,142.5,257.3,290.6,178.8,17.2,12.0,12.0,1029.3,869.2,93.7,41.2,25.2,68.5,0
RAYALSEEMA,1950,5.0,10.8,6.7,7.6,29.8,68.0,185.1,52.5,34.2,6.8,4.5,6.6,417.6,339.8,44.1,17.9,15.8,59.4,0
ASSAM & MEGHALAYA,1997,0.4,45.4,8.1,102.2,184.0,362.0,294.7,233.8,394.5,172.4,45.5,19.2,1862.2,1285.0,294.3,237.1,45.8,74.5,1
MADHYA MAHARASHTRA,1974,10.9,5.2,17.6,22.9,27.2,199.9,259.4,278.5,260.3,83.7,22.9,1.1,1189.6,998.1,67.7,107.7,16.1,52.9,0
ASSAM & MEGHALAYA,2004,14.2,9.5,14.4,77.8,94.8,379.1,497.7,140.7,205.5,47.0,23.1,13.6,1517.4,1223.0,187.0,83.7,23.7,59.5,0
COASTAL ANDHRA PRADESH,1990,35.9,3.1,29.2,19.3,50.4,16.1,75.2,84.6,129.5,78.6,313.4,140.2,975.5,305.4,98.9,532.2,39.0,68.3,0
EAST MADHYA PRADESH,1914,0.0,11.0,29.1,18.4,19.2,146.1,288.9,331.7,189.1,82.9,15.9,3.5,1135.8,955.8,66.7,102.3,11.0,68.0,0
WEST UTTAR PRADESH,1918,0.0,0.0,1.0,28.6,7.7,178.2,187.1,248.3,175.6,55.2,8.5,0.0,890.2,789.2,37.3,63.7,0.0,75.5,0
JHARKHAND,1906,14.9,16.0,17.8,34.3,0.0,112.7,157.6,109.3,126.2,25.6,26.9,8.5,649.8,505.8,52.1,61.0,30.9,58.5,0
TAMIL NADU,2012,26.3,11.9,11.6,32.7,15.1,41.0,74.4,55.7,81.2,160.3,252.5,78.5,841.2,252.3,59.4,491.3,38.2,67.6,0
COASTAL KARNATAKA,1957,0.0,5.7,14.1,4.7,77.3,435.0,1027.3,517.1,447.3,186.1,46.1,27.1,2787.8,2426.7,96.1,259.3,5.7,83.2,1
WEST RAJASTHAN,2009,8.4,10.3,3.0,14.9,24.4,78.6,228.4,144.0,0.0,18.2,0.0,3.3,533.5,451.0,42.3,21.5,18.7,42.2,0
COASTAL ANDHRA PRADESH,1980,13.4,2.1,27.7,34.9,71.8,36.7,140.4,58.8,169.8,195.7,134.5,144.1,1029.9,405.7,134.4,474.3,15.5,53.4,0
KERALA,1930,1.3,4.9,12.8,0.0,116.9,511.0,533.7,700.6,297.6,180.8,48.8,10.0,2418.4,2042.9,129.7,239.6,6.2,93.4,1
GUJARAT REGION,1916,5.5,5.2,21.1,18.3,30.5,215.4,269.8,261.2,138.0,72.9,18.5,13.4,1069.8,884.4,69.9,104.8,10.7,56.5,0
UTTARAKHAND,1934,79.8,77.6,37.3,66.1,7.5,159.2,148.8,362.0,57.3,63.0,14.2,24.5,1097.3,727.3,110.9,101.7,157.4,78.0,0
COASTAL KARNATAKA,1918,4.2,2.0,19.9,26.0,52.3,850.0,985.4,845.8,265.9,96.0,18.3,5.5,3171.3,2947.1,98.2,119.8,6.2,69.5,1
ORISSA,1966,5.7,17.5,5.7,12.0,55.4,0.0,323.2,156.8,123.6,102.7,15.7,23.9,842.2,603.6,73.1,142.3,23.2,51.8,0
JAMMU & KASHMIR,1948,73.9,103.9,73.0,35.7,7.7,103.9,383.4,174.2,125.3,59.9,21.2,10.4,1172.5,786.8,116.4,91.5,177.8,79.0,0
SUB HIMALAYAN WEST BENGAL,1905,9.1,36.9,40.5,122.9,214.4,207.2,364.6,422.3,141.6,108.8,38.2,5.0,1711.5,1135.7,377.8,152.0,46.0,66.3,1
JAMMU & KASHMIR,1918,44.7,92.3,94.2,25.8,19.7,118.1,287.4,179.5,249.6,37.1,7.7,59.0,1215.1,834.6,139.7,103.8,137.0,62.7,0
KONKAN & GOA,1928,7.6,9.2,0.0,41.7,103.1,433.7,760.6,407.0,290.3,142.5,68.1,2.5,2266.3,1891.6,144.8,213.1,16.8,70.4,1
KONKAN & GOA,2010,0.0,9.6,17.5,29.2,83.5,698.1,600.3,750.5,309.3,165.9,57.5,14.3,2735.7,2358.2,130.2,237.7,9.6,88.7,1
EAST RAJASTHAN,1945,2.6,9.0,5.8,1.6,15.3,67.0,145.6,126.4,125.6,17.7,6.4,0.0,523.0,464.6,22.7,24.1,11.6,55.8,0
WEST RAJASTHAN,1978,1.4,4.2,7.7,13.2,14.0,65.0,106.8,119.7,66.2,18.0,3.1,3.8,423.1,357.7,34.9,24.9,5.6,56.9,0
SOUTH INTERIOR KARNATAKA,2001,4.2,4.1,7.9,17.5,22.1,173.8,287.2,341.2,174.1,65.4,33.7,5.4,1136.6,976.3,47.5,104.5,8.3,75.7,0
PUNJAB,1914,1.1,10.3,4.1,3.8,24.1,43.7,211.2,103.2,62.2,9.1,3.6,2.5,478.9,420.3,32.0,15.2,11.4,56.9,0
JAMMU & KASHMIR,2007,77.6,73.0,49.7,47.4,89.8,67.6,283.6,334.8,101.1,58.4,24.2,10.6,1217.8,787.1,186.9,93.2,150.6,78.2,0
COASTAL KARNATAKA,1974,7.0,14.5,18.0,44.0,73.3,492.0,643.8,471.9,94.7,83.8,28.8,8.6,1980.4,1702.4,135.3,121.2,21.5,91.6,1
COASTAL KARNATAKA,1961,5.5,6.4,9.9,16.3,11.3,496.4,605.5,624.6,390.9,166.9,55.1,8.9,2397.7,2117.4,37.5,230.9,11.9,70.0,1
ASSAM & MEGHALAYA,1959,0.0,31.9,36.5,42.6,98.7,213.3,405.2,467.4,248.7,7.4,27.2,8.8,1587.7,1334.6,177.8,43.4,31.9,84.3,1
UTTARAKHAND,1978,54.4,51.2,65.4,41.3,49.4,140.6,215.6,195.9,232.8,51.2,23.3,48.4,1169.5,784.9,156.1,122.9,105.6,76.1,0
ORISSA,1992,12.7,5.2,0.0,17.1,39.4,207.5,167.5,318.4,259.4,78.3,19.2,7.2,1131.9,952.8,56.5,104.7,17.9,76.2,0
HIMACHAL PRADESH,1953,74.6,60.2,123.6,9.8,44.2,81.4,280.7,93.6,226.2,60.1,17.7,25.3,1097.4,681.9,177.6,103.1,134.8,70.5,0
VIDARBHA,1962,9.8,28.7,9.4,30.8,25.5,226.9,488.0,277.0,100.3,102.4,20.7,10.3,1329.8,1092.2,65.7,133.4,38.5,65.6,1
NAGA MANI MIZO TRIPURA,1917,4.3,27.1,25.2,70.5,203.7,343.3,258.5,394.9,391.5,128.6,43.1,5.9,1896.6,1388.2,299.4,177.6,31.4,86.8,1
NAGA MANI MIZO TRIPURA,1954,10.5,24.1,103.7,120.3,175.1,208.7,417.2,260.6,354.0,127.0,13.1,10.6,1824.9,1240.5,399.1,150.7,34.6,79.3,1
UTTARAKHAND,1930,38.5,70.8,78.8,38.9,40.2,130.2,305.8,152.5,165.6,66.4,20.7,30.9,1139.3,754.1,157.9,118.0,109.3,73.2,0
WEST MADHYA PRADESH,1984,11.1,18.1,25.7,14.1,1.8,172.9,215.6,251.7,190.4,76.6,23.9,15.0,1016.9,830.6,41.6,115.5,29.2,68.8,0
BIHAR,1946,15.9,12.8,0.0,12.7,51.1,158.9,476.1,229.7,341.9,60.0,10.8,3.7,1373.6,1206.6,63.8,74.5,28.7,62.3,1
TAMIL NADU,1999,17.0,4.4,15.0,26.7,70.3,0.0,31.4,109.6,80.5,147.2,220.0,156.2,878.3,221.5,112.0,523.4,21.4,76.3,0
ORISSA,2002,1.3,13.9,6.2,0.0,38.8,190.2,329.7,154.7,185.9,77.9,24.5,11.8,1034.9,860.5,45.0,114.2,15.2,70.7,0
SAURASHTRA & KUTCH,2002,4.3,7.0,9.0,10.0,27.0,71.9,88.4,47.8,60.6,3.2,4.2,3.0,336.4,268.7,46.0,10.4,11.3,55.9,0
SAURASHTRA & KUTCH,1972,3.1,4.1,1.8,10.9,13.8,31.8,68.5,115.1,67.9,2.6,7.7,1.7,329.0,283.3,26.5,12.0,7.2,53.8,0
EAST UTTAR PRADESH,1997,7.4,15.5,31.7,8.0,37.2,220.5,195.9,376.9,81.4,57.1,4.2,12.2,1048.0,874.7,76.9,73.5,22.9,49.3,0
SOUTH INTERIOR KARNATAKA,1935,2.2,7.1,6.2,5.6,18.5,147.3,271.0,242.7,133.3,49.3,0.0,3.8,887.0,794.3,30.3,53.1,9.3,47.4,0
PUNJAB,1995,3.3,6.2,5.7,1.9,19.3,53.1,192.0,40.2,55.9,25.3,3.1,1.2,407.2,341.2,26.9,29.6,9.5,42.8,0
COASTAL KARNATAKA,1951,4.4,9.2,3.6,11.9,54.9,490.4,736.4,602.7,221.5,125.7,42.5,14.4,2317.6,2051.0,70.4,182.6,13.6,92.1,1
UTTARAKHAND,1940,96.9,91.6,79.2,54.8,21.8,152.4,360.8,196.4,34.3,47.3,15.3,6.8,1157.6,743.9,155.8,69.4,188.5,69.3,0
LAKSHADWEEP,1939,39.1,26.4,3.0,97.2,375.1,142.1,478.3,456.9,491.5,200.1,230.0,71.7,2611.4,1568.8,475.3,501.8,65.5,70.3,1
KERALA,1922,2.0,0.0,19.3,24.6,2.0,667.6,692.6,312.6,467.8,125.4,34.1,6.8,2354.8,2140.6,45.9,166.3,2.0,76.4,1
GUJARAT REGION,1930,4.2,20.5,38.6,20.4,41.5,93.6,91.8,408.1,138.3,81.6,16.6,14.0,969.2,731.8,100.5,112.2,24.7,66.3,1
MADHYA MAHARASHTRA,1923,10.3,21.7,10.9,38.7,19.4,154.6,336.6,129.7,276.7,74.3,48.0,20.5,1141.4,897.6,69.0,142.8,32.0,72.6,0
PUNJAB,1918,6.5,5.9,0.0,0.9,15.0,37.6,131.3,154.9,85.9,8.0,6.8,1.2,454.0,409.7,15.9,16.0,12.4,57.8,0
JHARKHAND,2001,3.1,6.9,24.9,27.9,24.4,52.5,213.8,415.4,247.7,102.7,17.6,5.9,1142.8,929.4,77.2,126.2,10.0,72.5,1
WEST RAJASTHAN,1981,7.1,4.7,6.8,13.7,14.0,92.2,78.7,83.3,32.9,23.4,7.3,2.1,366.2,287.1,34.5,32.8,11.8,41.5,0
HIMACHAL PRADESH,2010,25.2,106.9,38.0,31.9,23.2,134.4,188.4,279.1,116.4,50.8,5.8,48.4,1048.5,718.3,93.1,105.0,132.1,66.8,0
ARUNACHAL PRADESH,1985,0.5,19.8,17.0,78.7,91.9,284.5,455.9,199.0,276.1,140.4,36.1,25.3,1625.2,1215.5,187.6,201.8,20.3,73.8,1
PUNJAB,1961,9.2,0.0,0.0,10.7,25.4,0.0,104.0,59.3,69.3,14.7,7.9,0.3,300.8,232.6,36.1,22.9,9.2,41.1,0
UTTARAKHAND,1918,69.7,88.6,61.3,0.0,60.4,83.5,110.5,255.8,196.0,27.7,23.3,42.7,1019.5,645.8,121.7,93.7,158.3,77.5,0
ORISSA,1956,13.9,16.2,0.0,0.0,46.0,108.7,235.4,411.2,128.6,55.8,15.1,6.7,1037.6,883.9,46.0,77.6,30.1,61.6,1
EAST MADHYA PRADESH,1974,8.2,29.9,5.6,15.6,36.2,107.2,317.5,251.1,168.2,56.2,22.1,5.9,1023.7,844.0,57.4,84.2,38.1,64.5,0
WEST RAJASTHAN,1972,2.1,1.0,0.0,12.7,21.6,85.2,120.1,143.1,31.7,0.0,1.7,2.6,421.8,380.1,34.3,4.3,3.1,43.1,0
WEST UTTAR PRADESH,1903,15.2,8.3,32.9,33.9,50.0,154.8,236.2,298.3,288.6,113.2,0.0,24.2,1255.6,977.9,116.8,137.4,23.5,55.4,0
WEST MADHYA PRADESH,1946,9.5,18.2,6.0,8.4,8.4,252.2,218.1,252.6,158.9,29.4,13.0,8.5,983.2,881.8,22.8,50.9,27.7,58.3,0
COASTAL KARNATAKA,1947,2.7,7.2,10.4,26.0,46.0,740.1,1082.7,761.4,280.6,0.0,44.7,10.8,3012.6,2864.8,82.4,55.5,9.9,73.9,1
CHHATTISGARH,1980,2.0,14.2,6.8,22.0,65.6,138.8,175.6,143.7,203.1,120.1,6.0,0.0,897.9,661.2,94.4,126.1,16.2,47.2,0
GANGETIC WEST BENGAL,1926,23.7,50.2,55.1,92.9,143.3,368.1,476.2,381.1,194.3,133.9,28.5,3.6,1950.9,1419.7,291.3,166.0,73.9,67.1,1
KONKAN & GOA,1924,5.3,6.8,14.8,18.1,95.8,723.0,994.8,598.8,360.5,98.9,91.5,9.5,3017.8,2677.1,128.7,199.9,12.1,90.2,1
SOUTH INTERIOR KARNATAKA,1926,14.7,8.1,18.7,24.0,37.9,99.1,315.0,221.4,237.4,33.7,18.1,7.8,1035.9,872.9,80.6,59.6,22.8,66.5,0
WEST RAJASTHAN,1927,8.1,1.9,3.5,8.0,26.4,59.4,82.5,71.7,95.8,19.1,4.2,2.9,383.5,309.4,37.9,26.2,10.0,66.1,0
COASTAL ANDHRA PRADESH,1939,30.7,1.6,15.5,31.7,18.9,35.9,128.6,50.8,105.0,54.6,286.1,66.3,825.7,320.3,66.1,407.0,32.3,48.3,0
EAST UTTAR PRADESH,1976,5.9,15.4,3.7,22.9,18.3,69.9,368.4,183.1,150.3,42.9,17.2,8.2,906.2,771.7,44.9,68.3,21.3,49.2,0
BIHAR,2008,6.4,14.4,16.2,33.5,41.4,216.4,401.8,275.0,239.8,70.1,28.3,0.0,1343.3,1133.0,91.1,98.4,20.8,80.3,1
WEST MADHYA PRADESH,1970,11.4,11.9,0.0,17.9,42.2,131.1,288.3,413.3,166.9,55.3,16.9,9.4,1164.6,999.6,60.1,81.6,23.3,68.3,1
UTTARAKHAND,2003,63.4,81.8,30.2,37.6,19.3,122.8,298.4,220.3,93.2,31.4,33.0,51.7,1083.1,734.7,87.1,116.1,145.2,55.7,0
JAMMU & KASHMIR,1907,75.9,82.2,14.6,46.3,16.8,57.1,158.3,175.9,200.0,44.5,5.6,21.3,898.5,591.3,77.7,71.4,158.1,72.0,0
MATSHYA PRADESH,1992,5.2,8.9,3.6,6.3,7.6,46.2,92.1,157.9,63.7,0.0,5.7,6.4,403.6,359.9,17.5,12.1,14.1,62.7,0
COASTAL ANDHRA PRADESH,1997,15.0,17.9,9.1,24.4,84.3,25.0,78.6,20.2,61.4,185.1,420.9,74.4,1016.3,185.2,117.8,680.4,32.9,67.1,1
EAST RAJASTHAN,1959,5.3,0.9,2.9,13.4,3.2,58.5,94.1,156.1,77.4,23.8,2.4,4.6,442.6,386.1,19.5,30.8,6.2,44.9,0
MATSHYA PRADESH,1917,6.4,7.1,3.9,8.8,0.0,94.0,89.8,86.6,20.5,21.7,5.6,2.4,346.8,290.9,12.7,29.7,13.5,51.7,0
MATSHYA PRADESH,1936,5.4,6.0,4.8,5.9,0.0,74.1,48.0,91.8,29.0,24.9,5.7,2.3,297.9,242.9,10.7,32.9,11.4,41.8,0
ORISSA,1978,12.1,0.1,14.2,7.3,45.4,172.5,338.5,215.7,232.1,26.5,5.3,6.9,1076.6,958.8,66.9,38.7,12.2,71.2,0
WEST UTTAR PRADESH,1981,7.2,15.7,28.9,11.5,23.0,147.4,268.2,323.4,198.4,18.1,8.4,4.2,1054.4,937.4,63.4,30.7,22.9,65.8,0
SUB HIMALAYAN WEST BENGAL,1982,11.1,13.5,58.1,89.0,75.7,361.0,564.8,334.6,274.0,125.4,11.7,11.1,1930.0,1534.4,222.8,148.2,24.6,78.8,1
NAGA MANI MIZO TRIPURA,1952,11.3,26.4,51.4,52.2,149.4,395.6,261.6,542.0,192.5,201.4,15.7,9.6,1909.1,1391.7,253.0,226.7,37.7,63.7,1
SAURASHTRA & KUTCH,1935,3.4,0.0,7.8,11.7,21.2,43.8,84.9,144.0,66.4,7.4,4.6,0.0,395.2,339.1,40.7,12.0,3.4,66.8,0
WEST MADHYA PRADESH,1922,17.7,1.6,17.0,30.8,52.4,197.6,186.6,127.6,168.1,70.9,24.4,1.4,896.1,679.9,100.2,96.7,19.3,59.6,0
GANGETIC WEST BENGAL,1996,10.7,28.1,15.9,123.3,111.9,347.5,385.0,290.6,319.0,150.0,70.3,15.1,1867.4,1342.1,251.1,235.4,38.8,66.7,1
EAST MADHYA PRADESH,2015,11.7,21.2,20.3,19.5,34.9,201.3,405.2,139.1,47.7,100.5,7.0,0.0,1008.4,793.3,74.7,107.5,32.9,65.9,1
SAURASHTRA & KUTCH,1901,6.6,1.8,2.0,8.3,23.6,42.6,80.7,145.4,59.2,13.1,5.8,0.0,389.1,327.9,33.9,18.9,8.4,62.3,0
PUNJAB,2005,0.0,0.0,2.7,8.9,17.8,92.6,129.2,44.0,52.5,2.0,3.5,5.8,359.0,318.3,29.4,11.3,0.0,42.4,0
PUNJAB,1995,3.1,3.8,4.2,4.1,0.0,81.3,171.5,135.0,71.4,16.7,1.9,1.8,494.8,459.2,8.3,20.4,6.9,58.5,0
GUJARAT REGION,1988,6.9,12.0,22.3,21.1,32.5,146.4,195.6,230.2,170.6,0.0,15.9,21.9,875.4,742.8,75.9,37.8,18.9,62.5,0
TAMIL NADU,2013,27.2,7.5,9.1,25.7,29.2,21.5,113.5,108.0,159.9,278.7,239.9,43.0,1063.2,402.9,64.0,561.6,34.7,67.3,0
MADHYA MAHARASHTRA,1922,14.9,11.6,44.7,14.8,38.9,114.1,316.6,250.0,162.6,41.4,16.5,13.0,1039.1,843.3,98.4,70.9,26.5,63.6,0
ASSAM & MEGHALAYA,1993,24.9,26.9,32.0,63.0,111.0,236.4,425.9,396.3,354.2,153.2,48.7,4.6,1877.1,1412.8,206.0,206.5,51.8,92.3,1
NAGA MANI MIZO TRIPURA,1915,23.1,12.4,47.0,74.2,138.8,367.2,227.4,258.6,347.4,119.9,26.2,1.0,1643.2,1200.6,260.0,147.1,35.5,86.5,0
VIDARBHA,1959,2.9,9.8,15.7,25.2,24.8,97.4,431.7,452.9,190.0,37.3,29.8,0.0,1317.5,1172.0,65.7,67.1,12.7,57.1,0
ANDAMAN & NICOBAR ISLANDS,1919,50.6,17.9,39.4,40.8,482.6,468.5,436.4,91.3,394.9,151.2,201.2,124.7,2499.5,1391.1,562.8,477.1,68.5,88.6,1
WEST RAJASTHAN,2011,2.9,0.0,1.9,6.4,14.9,81.7,156.5,188.8,30.0,26.6,6.6,2.8,519.1,457.0,23.2,36.0,2.9,49.7,0
TELANGANA,1953,18.2,7.7,21.8,33.3,42.1,186.0,341.2,344.6,202.2,58.8,1.3,9.9,1267.1,1074.0,97.2,70.0,25.9,61.7,0
WEST UTTAR PRADESH,1906,6.6,15.4,30.1,6.1,41.9,128.5,219.4,186.6,134.1,75.0,12.7,12.3,868.7,668.6,78.1,100.0,22.0,66.5,0
VIDARBHA,1997,10.6,0.0,30.1,24.1,41.5,219.4,367.2,249.9,230.8,5.7,18.9,18.4,1216.6,1067.3,95.7,43.0,10.6,75.7,0
WEST UTTAR PRADESH,1974,4.3,17.4,5.7,15.1,2.2,226.4,261.8,194.5,225.5,28.6,5.1,5.7,992.3,908.2,23.0,39.4,21.7,58.9,0
SUB HIMALAYAN WEST BENGAL,1964,8.4,18.7,13.5,72.7,169.0,374.7,340.3,329.2,257.7,50.4,21.9,16.4,1672.9,1301.9,255.2,88.7,27.1,80.1,1
NAGA MANI MIZO TRIPURA,1961,0.0,10.6,49.4,131.4,139.3,309.6,386.4,206.3,311.7,43.9,28.7,10.7,1628.0,1214.0,320.1,83.3,10.6,64.0,0
COASTAL ANDHRA PRADESH,1905,11.5,15.5,15.7,19.5,23.2,56.1,61.0,40.4,92.5,143.6,330.1,182.7,991.8,250.0,58.4,656.4,27.0,55.0,0
KERALA,1905,0.0,1.7,20.0,22.8,63.3,631.1,947.3,762.6,254.9,98.6,35.5,18.2,2856.0,2595.9,106.1,152.3,1.7,84.6,1
EAST UTTAR PRADESH,1974,7.0,26.1,6.1,3.3,28.5,218.4,237.1,210.7,251.8,81.2,7.1,2.9,1080.2,918.0,37.9,91.2,33.1,59.0,0
COASTAL ANDHRA PRADESH,1996,33.0,15.5,0.0,30.2,0.5,15.9,44.9,35.6,188.7,260.5,436.7,113.0,1174.5,285.1,30.7,810.2,48.5,74.4,1
SAURASHTRA & KUTCH,1956,5.3,7.4,1.4,3.4,17.6,59.3,70.1,114.3,23.3,15.1,0.0,5.7,322.9,267.0,22.4,20.8,12.7,40.5,0
HARYANA DELHI & CHANDIGARH,1937,3.5,6.6,8.8,5.7,28.4,73.5,145.2,106.1,69.6,26.9,7.7,5.7,487.7,394.4,42.9,40.3,10.1,41.8,0
ASSAM & MEGHALAYA,2006,8.2,20.4,52.6,59.8,139.7,120.9,462.0,324.7,449.6,137.6,17.0,1.3,1793.8,1357.2,252.1,155.9,28.6,82.2,1
WEST MADHYA PRADESH,2010,16.9,2.3,17.0,33.5,9.9,212.2,216.7,242.8,199.4,92.0,30.3,6.1,1079.1,871.1,60.4,128.4,19.2,50.2,0
CHHATTISGARH,1912,3.1,13.1,31.5,30.3,22.4,69.5,128.6,365.3,113.1,50.2,28.2,0.0,855.3,676.5,84.2,78.4,16.2,59.7,0
NAGA MANI MIZO TRIPURA,1972,16.5,8.5,31.6,53.8,72.8,274.7,256.2,330.8,454.0,154.8,21.6,4.9,1680.2,1315.7,158.2,181.3,25.0,79.6,1
GANGETIC WEST BENGAL,1950,1.3,20.0,49.3,116.5,123.4,203.7,434.7,494.6,255.4,78.0,31.7,0.0,1808.6,1388.4,289.2,109.7,21.3,87.1,1
EAST RAJASTHAN,1980,2.2,6.8,4.7,9.2,9.5,106.0,213.2,88.3,42.1,24.3,0.4,4.7,511.4,449.6,23.4,29.4,9.0,46.5,0
EAST UTTAR PRADESH,1955,7.1,6.8,16.6,20.7,9.8,130.0,331.7,319.8,154.6,73.7,17.7,7.7,1096.2,936.1,47.1,99.1,13.9,54.8,0
HARYANA DELHI & CHANDIGARH,2000,0.0,14.0,3.2,13.7,7.6,88.5,85.0,52.3,53.7,9.7,5.8,2.9,336.4,279.5,24.5,18.4,14.0,47.0,0
LAKSHADWEEP,1947,34.6,35.4,35.1,46.3,343.5,307.6,264.1,244.4,329.3,275.0,288.1,94.6,2298.0,1145.4,424.9,657.7,70.0,73.2,1
COASTAL KARNATAKA,1906,9.5,4.2,10.2,42.8,0.9,571.2,1140.3,685.2,216.2,135.7,20.5,7.3,2844.0,2612.9,53.9,163.5,13.7,91.4,1
HARYANA DELHI & CHANDIGARH,1904,6.2,9.9,0.2,8.1,6.5,40.0,82.3,120.0,91.6,26.1,0.7,2.8,394.4,333.9,14.8,29.6,16.1,48.0,0
WEST MADHYA PRADESH,1981,3.8,16.6,24.4,34.6,18.8,185.8,238.1,211.5,264.2,43.5,17.8,8.9,1068.0,899.6,77.8,70.2,20.4,51.4,0
WEST RAJASTHAN,1976,1.2,0.1,1.3,8.6,1.2,78.2,173.4,117.0,84.3,15.6,5.4,0.4,486.7,452.9,11.1,21.4,1.3,52.1,0
WEST UTTAR PRADESH,1991,8.4,17.1,26.0,6.8,29.7,113.4,167.6,255.9,210.2,74.7,11.0,2.0,922.8,747.1,62.5,87.7,25.5,50.2,0
JAMMU & KASHMIR,1930,35.0,101.3,112.8,56.9,82.4,116.3,271.3,247.7,146.7,68.2,26.2,24.0,1288.8,782.0,252.1,118.4,136.3,68.0,0
ASSAM & MEGHALAYA,1982,13.4,10.4,15.7,55.0,167.1,425.9,458.0,419.5,322.6,125.1,40.5,0.0,2053.2,1626.0,237.8,165.6,23.8,68.7,1
EAST UTTAR PRADESH,1981,10.8,7.4,25.5,4.7,44.1,102.6,309.0,222.8,258.9,54.3,7.8,16.4,1064.3,893.3,74.3,78.5,18.2,76.7,0
SUB HIMALAYAN WEST BENGAL,1999,12.5,13.3,37.9,45.7,176.4,94.0,523.0,476.0,16.2,183.8,45.4,7.7,1631.9,1109.2,260.0,236.9,25.8,68.9,1
SAURASHTRA & KUTCH,1902,2.9,11.5,8.5,10.2,0.0,61.1,82.0,134.9,55.2,9.8,2.7,2.3,381.1,333.2,18.7,14.8,14.4,48.9,0
COASTAL KARNATAKA,1993,5.1,0.0,15.3,27.7,115.1,600.0,452.3,492.6,280.0,157.1,0.0,10.3,2155.5,1824.9,158.1,167.4,5.1,84.9,1
MADHYA MAHARASHTRA,1992,11.1,6.7,15.7,12.5,19.1,125.5,216.0,314.7,128.6,32.9,32.7,13.8,929.3,784.8,47.3,79.4,17.8,47.9,0
HARYANA DELHI & CHANDIGARH,1997,0.6,1.4,2.7,2.6,21.1,65.5,174.6,94.2,46.1,5.5,7.9,2.6,424.8,380.4,26.4,16.0,2.0,62.2,0
GUJARAT REGION,1935,6.0,3.5,6.3,21.1,13.9,144.9,202.2,184.3,145.8,64.8,18.2,13.5,824.5,677.2,41.3,96.5,9.5,67.5,0
NAGA MANI MIZO TRIPURA,1967,13.6,34.1,39.7,56.5,129.5,263.3,361.5,302.1,240.9,34.2,34.5,15.4,1525.3,1167.8,225.7,84.1,47.7,75.7,0
EAST RAJASTHAN,1973,6.4,6.2,0.0,9.4,16.1,75.7,148.4,94.8,118.7,23.5,5.0,3.9,508.1,437.6,25.5,32.4,12.6,59.3,0
MATSHYA PRADESH,1984,0.0,1.3,2.8,10.3,0.0,37.0,87.5,104.7,73.6,8.5,2.3,1.6,329.6,302.8,13.1,12.4,1.3,61.2,0
KERALA,2004,3.4,4.8,20.5,9.8,141.3,377.9,990.9,473.9,208.9,185.8,41.6,10.3,2469.1,2051.6,171.6,237.7,8.2,67.8,1
EAST UTTAR PRADESH,1990,6.9,0.0,0.0,24.7,47.7,231.8,193.9,275.4,26.5,49.5,23.2,7.9,887.5,727.6,72.4,80.6,6.9,61.1,0
PUNJAB,1926,7.8,4.0,5.3,15.6,12.7,9.1,188.4,140.6,0.0,13.7,3.9,5.7,406.8,338.1,33.6,23.3,11.8,68.6,0
